id,Price_euros
181,1943.4759
708,915.5058000000004
862,462.7996999999999
1064,1479.0225999999998
702,1490.2994
585,1667.3871999999997
195,1975.4669999999999
463,746.6454999999997
14,3365.921800000001
621,1444.0374000000002
1259,1473.5794
551,658.5616000000002
358,462.3284000000001
610,630.5237
880,515.7876999999999
655,1372.899
630,541.667
483,1571.3724
115,1260.9189000000001
297,1674.1945
1162,2278.9991999999997
666,1486.5966
1278,1647.3913
777,1414.0431000000003
521,1951.6299999999997
93,486.38239999999996
260,800.6269
733,603.8692
908,1414.6529
797,463.31510000000003
71,1591.1825
60,1471.6845999999996
608,2054.8704
82,514.7899
540,525.1673
761,1826.0827
473,851.9421000000006
183,635.0278000000001
186,3002.4348000000023
846,606.3874999999996
901,683.0198999999999
912,907.4938000000002
27,1623.5355999999997
1127,1822.2925999999993
858,1055.1801000000005
958,1813.5209999999997
771,669.5796999999998
930,3683.5676000000008
807,310.4125000000002
618,1551.3470000000002
250,1289.7588
334,923.24
180,980.7478
886,357.2287
394,1190.4637
659,689.4304000000001
764,1132.7399
428,253.79
1231,1418.0478
865,956.5731000000003
1286,1381.9403999999988
635,1193.79
143,507.4447
376,1121.5863
1032,1411.6686000000002
1057,1604.4217999999998
1089,635.4301
87,2406.5097999999994
1072,477.18939999999986
211,1826.1714000000002
1003,694.2691
889,2928.055
1066,921.5407
1225,1007.5100000000006
146,1231.9239
1044,1354.2097
1105,944.6159000000001
59,504.76659999999976
251,1375.7821999999996
954,1024.04
948,284.4834
887,1298.0969000000011
369,1799.3887999999995
1148,927.8267999999998
1062,1440.1677
1135,1452.0620000000001
1180,2030.2147999999988
620,525.1758
304,1390.1877000000002
1048,701.2423999999999
157,669.9119999999999
1128,446.1728999999999
714,990.5540000000002
993,840.2228000000001
689,2415.23
443,475.9236
673,2050.0325000000003
975,782.9408000000002
391,1182.6016
810,668.3900999999998
32,680.7387000000002
724,300.61980000000005
287,1433.1562000000008
857,972.5368
1087,917.4756000000004
386,1222.1034000000002
649,946.2309999999999
1247,1127.0316
279,1211.0433
1176,1567.503
1125,1247.3290000000002
286,800.1411
937,304.19360000000006
508,855.7785000000002
88,1362.2232000000001
446,1861.5255
336,789.7787000000004
779,1048.8477000000003
224,756.8823
834,2094.1892000000003
238,508.1577000000002
582,1195.0247000000004
726,952.5266
462,1495.5885
863,302.8443
987,1390.1345000000001
1118,2439.4661999999994
1151,1470.3361000000002
736,1825.7604000000001
957,1071.3572000000004
502,1156.6208
811,1298.3182999999997
898,461.3377
802,1669.7926
265,738.4554000000003
1081,704.5842000000001
104,282.7820000000001
675,2092.6418999999996
1209,1461.2377
1004,597.2462999999998
29,668.5908999999999
432,1940.6698999999996
684,1854.3383999999992
240,991.9023
237,2563.9348999999997
152,1594.0011
725,1323.162
97,494.425
1155,1459.6204
746,1556.9435999999998
1143,961.2653000000001
592,675.8351000000002
479,1334.3132999999998
1098,453.1106
903,937.7403000000004
936,1151.1559000000002
539,2545.3609000000006
653,397.47850000000005
310,537.3457000000001
892,1554.3634999999997
338,1397.9820000000002
705,721.5746000000003
273,1885.0127999999997
758,1345.962599999999
1080,2040.8085999999976
1073,1954.5315999999998
480,1228.9036
1267,1737.6773999999998
545,1177.2035
153,498.43140000000005
573,2258.3822999999998
1150,2697.3990000000003
949,2289.187
160,522.0083000000002
537,1808.0763
1102,1436.6357
833,880.9734
513,1477.767
1202,3195.742200000001
76,1553.2392999999993
514,449.4541999999999
133,1988.5348999999999
1251,617.9508000000001
806,402.3303000000001
1021,513.5588
206,1437.5972
870,1438.39
179,849.7277
706,682.7165999999999
416,1897.8171999999997
534,1767.9164999999996
989,859.8515000000007
316,1159.2237
507,1752.5332999999996
817,407.7226
776,1632.6547
831,1648.3605000000002
1229,1119.2903999999994
295,1363.9223000000002
660,1622.8954999999999
612,636.6023
529,1437.3871
114,979.5807000000002
492,2291.9480000000003
226,943.219
695,314.4952
751,663.9994000000003
644,521.253
1185,719.6656999999998
917,2130.9458
527,990.4684
854,781.216
182,1716.579
346,837.5561000000001
90,349.81759999999997
468,1293.2240000000002
1147,480.41419999999994
1061,1634.9089
1156,1124.8344999999995
496,782.4838000000001
312,2198.3655000000003
822,965.6989000000004
337,1873.9723999999999
835,1510.4732000000001
255,1199.5086000000001
364,1137.7841
944,1867.5504999999998
1266,625.9223000000001
505,413.34380000000004
350,751.0728
800,855.8602999999998
567,1081.1638999999998
1242,2403.807599999999
905,883.4467000000001
587,1406.7231
922,877.3632000000009
259,1479.0883999999999
1248,926.9708000000002
641,381.69900000000007
128,546.5568999999998
215,2002.0452000000002
756,480.30370000000005
1054,900.9125000000001
651,956.4375
86,1913.5286
1037,1402.6809000000003
1299,1246.9264999999998
1109,2379.588299999999
679,726.5999
1099,1526.8489
6,1994.2777
1163,1340.5747000000001
516,1825.3223000000007
1115,1260.8366999999996
977,1497.6553999999994
910,1210.9187999999992
962,576.1714000000001
264,959.0391000000002
83,1456.7398
1295,1028.3067
158,1146.9127
487,705.6895
765,656.6302
445,707.0153
617,1657.8877
727,972.2063
108,2004.9935
918,1813.4200000000005
991,891.6942000000003
81,1659.2368
122,907.4522000000003
383,488.77999999999986
951,1078.6072000000004
75,1332.8659
421,1526.4984999999997
145,272.747
8,1125.6994
175,528.8697999999997
1123,1834.8102999999994
927,535.4644999999999
875,1730.9831999999997
1029,1103.0114000000003
1265,679.5793000000001
1033,473.36760000000004
663,273.85100000000006
184,745.5808999999999
896,1390.7148000000002
688,752.4978000000003
984,488.67060000000015
744,1410.2380999999991
38,658.2832000000001
1227,1548.2736999999997
605,1680.7527000000002
1246,1826.5569999999998
77,1951.1022
1252,583.6742
920,984.5103000000001
805,838.0263
397,1150.7407
231,1346.4495000000002
1104,960.4526000000001
1204,1300.7920000000001
1217,1240.4427000000003
149,1669.7483
461,467.77910000000026
21,1540.5840000000003
357,1896.1345
780,1824.7363999999998
343,711.0910000000003
737,301.54780000000005
845,948.5514
173,1599.4317000000003
781,755.4536999999999
1164,255.97120000000004
819,558.619
277,732.9904000000004
674,1610.9841999999999
1279,2625.8738
1255,1861.251
1240,980.4889999999998
41,1748.1861999999996
719,1421.5387
298,2043.6439
935,1812.0777999999998
826,838.9422999999999
278,1393.7988
477,1562.4371999999996
542,293.23390000000006
151,520.5080000000002
900,311.2861
1124,1032.4873000000002
1216,367.7572000000002
459,960.0457000000001
584,360.3981
294,666.916
1076,606.2932999999999
91,1719.4218999999994
632,1194.0480000000002
1117,341.86440000000005
457,888.7145999999999
326,691.6311999999999
925,2742.5919999999996
398,249.593
940,2261.1409999999987
363,809.6360000000001
906,530.0422
820,658.8854000000001
1020,1259.8828000000003
556,1489.1729000000005
384,1771.6680999999994
885,956.9031
1285,1438.3955999999994
438,486.5484
837,1605.1261000000004
979,1289.9598000000003
548,433.2953
170,786.2559000000001
62,1772.7273999999995
309,724.2878000000002
816,1499.290799999999
22,266.19100000000003
285,2449.635199999999
668,766.9269
417,1510.9090000000003
685,1489.5291
1049,682.3847999999998
440,685.0832000000004
299,1739.1649999999997
1188,898.5060000000005
552,588.1479999999997
586,399.35119999999984
783,1494.4576999999997
1070,826.2093000000002
1210,1193.4372000000003
1014,290.88100000000003
501,1157.8045000000002
140,999.1345999999999
235,462.8654999999998
317,812.9372
861,1026.8065000000001
257,1223.5658
1200,306.91200000000003
371,1159.1801
1112,263.1362000000001
419,1914.4770999999992
385,441.3585
1281,1237.2525
524,2065.5555000000004
1015,731.9857999999997
1236,449.84090000000003
1036,1573.2445000000005
